,hart
27338,2002
27339,1962
27340,2033
27341,2093
27342,2075
27343,2070
27344,2326
27345,2343
27346,2178
27347,2265
27348,2115
27349,1985
27350,2026
27351,1935
27352,1866
27353,1948
27354,1859
27355,1526
27356,1063
27357,769
27358,605
27359,432
27360,344
27361,0
27362,-302
27363,-527
27364,-875
27365,-899
27366,-928
27367,-1153
27368,-1368
27369,-1499
27370,-1631
27371,-1792
27372,-1875
27373,-1973
27374,-2076
27375,-2166
27376,-2256
27377,-2147
27378,-2044
27379,-1979
27380,-1921
27381,-1873
27382,-1805
27383,-1833
27384,-1791
27385,-1579
27386,-1423
27387,-1333
27388,-1240
27389,-1352
27390,-1260
27391,-1227
27392,-1276
27393,-1205
27394,-1196
27395,-1231
27396,-1148
27397,-1141
27398,-1254
27399,-1110
27400,-770
27401,-390
27402,170
27403,769
27404,1042
27405,1204
27406,1372
27407,1304
27408,960
27409,903
27410,945
27411,979
27412,1221
27413,1421
27414,1720
27415,1927
27416,2044
27417,2312
27418,2524
27419,2227
27420,1627
27421,1152
27422,674
27423,550
27424,818
27425,903
27426,1211
27427,1716
27428,1647
27429,1337
27430,1461
27431,1811
27432,2067
27433,1764
27434,600
27435,-1351
27436,-3682
27437,-5860
27438,-7761
27439,-9119
27440,-9775
27441,-9942
27442,-9669
27443,-9139
27444,-8595
27445,-8050
27446,-7507
27447,-6722
27448,-5951
27449,-5107
27450,-4087
27451,-3272
27452,-2558
27453,-1786
27454,-1148
27455,-845
27456,-544
27457,-133
27458,192
27459,459
27460,679
27461,869
27462,1304
27463,1835
27464,2156
27465,2499
27466,2738
27467,2692
27468,2666
27469,2803
27470,2651
27471,2144
27472,1798
27473,1400
27474,929
27475,544
27476,-279
27477,-998
27478,-1670
27479,-2493
27480,-2782
27481,-2799
27482,-2967
27483,-2805
27484,-2379
27485,-2145
27486,-1552
27487,-429
27488,889
27489,2136
27490,3134
27491,3614
27492,4145
27493,4779
27494,5127
27495,5794
27496,6750
27497,7845
27498,8938
27499,9809
27500,10847
27501,12081
27502,13657
27503,14489
27504,14227
27505,13991
27506,13264
27507,11935
27508,10783
27509,10579
27510,12665
27511,15955
27512,18069
27513,17594
27514,14508
27515,10188
27516,5541
27517,1497
27518,-1449
27519,-3548
27520,-4972
27521,-6132
27522,-7323
27523,-8508
27524,-9875
27525,-11355
27526,-12638
27527,-13716
27528,-14378
27529,-14818
27530,-15345
27531,-15707
27532,-15906
27533,-16383
27534,-16825
27535,-17231
27536,-17597
27537,-17388
27538,-16577
27539,-15605
27540,-14752
27541,-14177
27542,-13637
27543,-12976
27544,-12335
27545,-11468
27546,-10631
27547,-9698
27548,-8616
27549,-7742
27550,-6961
27551,-6051
27552,-5347
27553,-4467
27554,-3418
27555,-2313
27556,-1125
27557,193
27558,1530
27559,3134
27560,4710
27561,6063
27562,7845
27563,9655
27564,11052
27565,12181
27566,13243
27567,14256
27568,14418
27569,13830
27570,13719
27571,14043
27572,13735
27573,12561
27574,10978
27575,9373
27576,7607
27577,6039
27578,4570
27579,2786
27580,1253
27581,-336
27582,-1785
27583,-2985
27584,-4259
27585,-5475
27586,-6259
27587,-6897
27588,-7402
27589,-7592
27590,-7551
27591,-7575
27592,-7317
27593,-6815
27594,-6333
27595,-5797
27596,-5326
27597,-4908
27598,-4397
27599,-3655
27600,-2949
27601,-2462
27602,-1908
27603,-1356
27604,-958
27605,-470
27606,-309
27607,-84
27608,483
27609,586
27610,676
27611,804
27612,584
27613,248
27614,100
27615,117
27616,-50
27617,-32
27618,-13
27619,-137
27620,-277
27621,-428
27622,-482
27623,-407
27624,-250
27625,46
27626,370
27627,705
27628,1082
27629,1561
27630,2255
27631,2655
27632,3100
27633,3596
27634,3773
27635,4250
27636,4745
27637,5040
27638,5519
27639,5800
27640,5991
27641,6149
27642,6197
27643,6318
27644,6293
27645,6259
27646,6028
27647,5664
27648,5633
27649,5429
27650,5155
27651,5066
27652,4826
27653,4703
27654,4597
27655,4451
27656,4306
27657,4379
27658,4452
27659,4263
27660,4334
27661,4304
27662,4209
27663,4339
27664,4189
27665,4103
27666,4006
27667,3958
27668,4049
27669,4000
27670,3814
27671,3656
27672,3489
27673,3469
27674,3231
27675,2901
27676,2535
27677,2020
27678,1709
27679,1536
27680,1436
27681,1354
27682,1328
27683,1287
27684,1066
27685,879
27686,682
27687,296
27688,239
27689,113
27690,-285
27691,-575
27692,-893
27693,-1134
27694,-1260
27695,-1452
27696,-1523
27697,-1579
27698,-1660
27699,-1517
27700,-1361
27701,-1310
27702,-1116
27703,-844
27704,-733
27705,-638
27706,-642
27707,-557
27708,-565
27709,-690
27710,-523
27711,-606
27712,-841
27713,-831
27714,-884
27715,-927
27716,-990
27717,-677
27718,-134
27719,130
27720,400
27721,484
27722,468
27723,630
27724,507
27725,492
27726,621
27727,676
27728,841
27729,815
27730,521
27731,423
27732,67
27733,-333
27734,-665
27735,-1143
27736,-1354
27737,-1329
27738,-1454
27739,-1572
27740,-1533
27741,-1769
27742,-2149
27743,-2361
27744,-2600
27745,-2870
27746,-3057
27747,-3123
27748,-3010
27749,-2975
27750,-2974
27751,-3063
27752,-3000
27753,-2892
27754,-2810
27755,-2450
27756,-2190
27757,-1825
27758,-1205
27759,-963
27760,-696
27761,-613
27762,-833
27763,-699
27764,-831
27765,-1156
27766,-1397
27767,-1554
27768,-1738
27769,-2071
27770,-2307
27771,-2499
27772,-2551
27773,-2666
27774,-2947
27775,-2855
27776,-2720
27777,-2650
27778,-2470
27779,-2640
27780,-2898
27781,-3090
27782,-3031
27783,-2666
27784,-2352
27785,-2120
27786,-1905
27787,-1592
27788,-1436
27789,-1489
27790,-1575
27791,-1711
27792,-1769
27793,-1603
27794,-1516
27795,-1268
27796,-1099
27797,-1025
27798,-769
27799,-477
27800,-124
27801,108
27802,313
27803,555
27804,547
27805,467
27806,306
27807,-156
27808,-510
27809,-575
27810,-611
27811,-558
27812,-388
27813,-382
27814,-496
27815,-829
27816,-1087
27817,-1108
27818,-1139
27819,-960
27820,-775
27821,-860
27822,-757
27823,-508
27824,-619
27825,-799
27826,-991
27827,-1047
27828,-846
27829,-910
27830,-1070
27831,-1390
27832,-1793
27833,-1943
27834,-2042
27835,-2185
27836,-2366
27837,-2393
27838,-2366
27839,-2564
27840,-2730
27841,-2761
27842,-2713
27843,-2497
27844,-2251
27845,-2203
27846,-2016
27847,-1891
27848,-1815
27849,-1777
27850,-1720
27851,-1497
27852,-1068
27853,-968
27854,-951
27855,-722
27856,-752
27857,-640
27858,-505
27859,-518
27860,-463
27861,-452
27862,-379
27863,-136
27864,90
27865,168
27866,450
27867,875
27868,1038
27869,1146
27870,1340
27871,1358
27872,1489
27873,1745
27874,1959
27875,2376
27876,2732
27877,2949
27878,3126
27879,3334
27880,3510
27881,3633
27882,4028
27883,4291
27884,4448
27885,4746
27886,4896
27887,5045
27888,5265
27889,5197
27890,5151
27891,4880
27892,4662
27893,4504
27894,4126
27895,3885
27896,3821
27897,3784
27898,3728
27899,3761
27900,3823
27901,3519
27902,3419
27903,3290
27904,2875
27905,2843
27906,2581
27907,2240
27908,2121
27909,1873
27910,1749
27911,1777
27912,1758
27913,1675
27914,1715
27915,1745
27916,1668
27917,1799
27918,1914
27919,1896
27920,1750
27921,1346
27922,1083
27923,951
27924,638
27925,543
27926,330
27927,15
27928,-368
27929,-654
27930,-900
27931,-1207
27932,-1428
27933,-1602
27934,-1874
27935,-2082
27936,-2068
27937,-1994
27938,-1852
27939,-1521
27940,-1215
27941,-1017
27942,-563
27943,-142
27944,118
27945,456
27946,672
27947,740
27948,777
27949,633
27950,514
27951,356
27952,132
27953,-68
27954,-388
27955,-759
27956,-1007
27957,-1223
27958,-1395
27959,-1479
27960,-1713
27961,-1974
27962,-2180
27963,-2542
27964,-2741
27965,-2755
27966,-2861
27967,-2614
27968,-2204
27969,-1993
27970,-1645
27971,-1225
27972,-1000
27973,-831
27974,-476
27975,-241
27976,-35
27977,79
27978,39
27979,162
27980,175
27981,186
27982,253
27983,318
27984,337
27985,351
27986,165
27987,128
27988,155
27989,125
27990,280
27991,344
27992,298
27993,239
27994,161
27995,48
27996,-50
27997,38
27998,138
27999,175
28000,279
28001,258
28002,199
28003,213
28004,133
28005,86
28006,-9
28007,92
28008,176
28009,131
28010,351
28011,501
28012,600
28013,781
28014,965
28015,1051
28016,949
28017,791
28018,741
28019,566
28020,314
28021,223
28022,159
28023,93
28024,15
28025,-186
28026,-479
28027,-674
28028,-1147
28029,-1776
28030,-2069
28031,-2442
28032,-2514
28033,-2159
28034,-2025
28035,-1921
28036,-1712
28037,-1608
28038,-1384
28039,-1142
28040,-1032
28041,-901
28042,-729
28043,-403
28044,-265
28045,-81
28046,296
28047,583
28048,896
28049,1376
28050,1652
28051,1845
28052,2016
28053,2026
28054,2121
28055,2130
28056,1832
28057,1784
28058,1774
28059,1650
28060,1748
28061,1670
28062,1617
28063,1660
28064,1287
28065,996
28066,812
28067,553
28068,312
28069,20
28070,-111
28071,-413
28072,-727
28073,-775
28074,-1077
28075,-1358
28076,-1422
28077,-1282
28078,-945
28079,-707
28080,-446
28081,-287
28082,-231
28083,-215
28084,-80
28085,-8
28086,-54
28087,73
28088,8
28089,-276
28090,-539
28091,-1024
28092,-1249
28093,-1422
28094,-1715
28095,-1898
28096,-2045
28097,-2083
28098,-2237
28099,-2225
28100,-2154
28101,-2352
28102,-2394
28103,-2312
28104,-2405
28105,-2261
28106,-2151
28107,-2118
28108,-1772
28109,-1643
28110,-1479
28111,-1213
28112,-1083
28113,-940
28114,-820
28115,-781
28116,-806
28117,-778
28118,-666
28119,-522
28120,-428
28121,-332
28122,-156
28123,-31
28124,-50
28125,-125
28126,-152
28127,-219
28128,-75
28129,5
28130,-49
28131,-237
28132,-461
28133,-430
28134,-628
28135,-602
28136,-480
28137,-408
28138,-119
28139,-129
28140,-128
28141,-13
28142,26
28143,158
28144,91
28145,48
28146,164
28147,3
28148,-52
28149,212
28150,167
28151,192
28152,418
28153,476
28154,378
28155,366
28156,444
28157,519
28158,655
28159,841
28160,961
28161,1045
28162,1124
28163,1320
28164,1352
28165,1171
28166,1102
28167,883
28168,692
28169,578
28170,360
28171,283
28172,324
28173,261
28174,117
28175,170
28176,34
28177,3
28178,157
28179,274
28180,540
28181,466
28182,509
28183,437
28184,193
28185,248
28186,-13
28187,-128
28188,-39
28189,-134
28190,70
28191,285
28192,397
28193,718
28194,850
28195,1175
28196,1455
28197,1439
28198,1748
28199,1872
28200,1878
28201,2004
28202,2051
28203,2274
28204,2441
28205,2463
28206,2522
28207,2437
28208,2316
28209,2301
28210,2124
28211,1791
28212,1419
28213,1107
28214,868
28215,732
28216,648
28217,498
28218,561
28219,590
28220,539
28221,468
28222,381
28223,343
28224,314
28225,170
28226,-62
28227,-78
28228,-190
28229,-352
28230,-391
28231,-479
28232,-528
28233,-540
28234,-567
28235,-592
28236,-631
28237,-539
28238,-368
28239,-347
28240,-461
28241,-533
28242,-461
28243,-450
28244,-475
28245,-520
28246,-480
28247,-587
28248,-663
28249,-610
28250,-466
28251,-360
28252,-259
28253,-114
28254,-52
28255,-50
28256,-139
28257,-211
28258,-289
28259,-282
28260,-250
28261,-278
28262,-183
28263,-17
28264,-18
28265,5
28266,40
28267,-46
28268,-114
28269,-104
28270,-64
28271,-235
28272,-251
28273,-102
28274,-115
28275,-53
28276,130
28277,208
28278,300
28279,437
28280,477
28281,378
28282,195
28283,56
28284,-168
28285,-389
28286,-738
28287,-938
28288,-780
28289,-672
28290,-365
28291,-168
28292,-98
28293,95
28294,259
28295,212
28296,321
28297,532
28298,539
28299,839
28300,1095
28301,1096
28302,1323
28303,1426
28304,1547
28305,1620
28306,1538
28307,1476
28308,1501
28309,1299
28310,1233
28311,1160
28312,1027
28313,1092
28314,1077
28315,1126
28316,1088
28317,985
28318,1090
28319,988
28320,841
28321,794
28322,598
28323,531
28324,492
28325,340
28326,72
28327,7
28328,24
28329,-151
28330,-97
28331,-185
28332,-352
28333,-415
28334,-580
28335,-710
28336,-804
28337,-991
28338,-1100
28339,-983
28340,-1027
28341,-1202
28342,-1324
28343,-1435
28344,-1652
28345,-1736
28346,-1936
28347,-2214
28348,-2205
28349,-2421
28350,-2642
28351,-2689
28352,-2704
28353,-2641
28354,-2611
28355,-2661
28356,-2627
28357,-2549
28358,-2580
28359,-2459
28360,-2207
28361,-2300
28362,-2169
28363,-1825
28364,-1720
28365,-1587
28366,-1419
28367,-1254
28368,-972
28369,-793
28370,-937
28371,-734
28372,-468
28373,-495
28374,-366
28375,-255
28376,-298
28377,-347
28378,-212
28379,-207
28380,-307
28381,-332
28382,-236
28383,-164
28384,-71
28385,-142
28386,-699
28387,-679
28388,-447
28389,-1069
28390,-1200
28391,-1027
28392,-1026
28393,-1060
28394,-964
28395,-1036
28396,-1661
28397,-2152
28398,-2403
28399,-2717
28400,-2758
28401,-2882
28402,-3258
28403,-3820
28404,-4375
28405,-3924
28406,-2468
28407,-1164
28408,185
28409,1102
28410,1302
28411,1546
28412,1702
28413,1366
28414,781
28415,1119
28416,2891
28417,5680
28418,8253
28419,10077
28420,11485
28421,12728
28422,14158
28423,15242
28424,15488
28425,15087
28426,14324
28427,13211
28428,11595
28429,9520
28430,7085
28431,4353
28432,1812
28433,-647
28434,-3120
28435,-5389
28436,-7434
28437,-8599
28438,-8985
28439,-8932
28440,-8302
28441,-7692
28442,-6936
28443,-6422
28444,-6021
28445,-5538
28446,-5525
28447,-5675
28448,-5857
28449,-6248
28450,-6720
28451,-6928
28452,-6983
28453,-6736
28454,-6458
28455,-6217
28456,-5445
28457,-4311
28458,-3415
28459,-2549
28460,-1507
28461,-566
28462,366
28463,1272
28464,1778
28465,2292
28466,2556
28467,2428
28468,2412
28469,1999
28470,1617
28471,1181
28472,733
28473,774
28474,582
28475,316
28476,243
28477,186
28478,190
28479,281
28480,314
28481,285
28482,231
28483,-27
28484,-90
28485,-249
28486,-756
28487,-778
28488,-715
28489,-717
28490,-1067
28491,-1558
28492,-841
28493,-662
28494,-714
28495,-127
28496,557
28497,1139
28498,1549
28499,2071
28500,2492
28501,2644
28502,2900
28503,3143
28504,3237
28505,3330
28506,3231
28507,3104
28508,3075
28509,2995
28510,2848
28511,2755
28512,2708
28513,2571
28514,2283
28515,2140
28516,2127
28517,1946
28518,1800
28519,1888
28520,1928
28521,1695
28522,1512
28523,1480
28524,1270
28525,918
28526,764
28527,809
28528,689
28529,353
28530,349
28531,356
28532,306
28533,498
28534,625
28535,577
28536,614
28537,516
28538,-1
28539,-983
28540,-2377
28541,-4085
28542,-5827
28543,-7405
28544,-8481
28545,-8968
28546,-9387
28547,-9405
28548,-9287
28549,-9299
28550,-9092
28551,-8673
28552,-7701
28553,-6345
28554,-4900
28555,-2934
28556,-1301
28557,-72
28558,1429
28559,2542
28560,3429
28561,4658
28562,6038
28563,6957
28564,7607
28565,8122
28566,8456
28567,8504
28568,8546
28569,8385
28570,7789
28571,7137
28572,6616
28573,5795
28574,4951
28575,4253
28576,3722
28577,3300
28578,2765
28579,2421
28580,2307
28581,2082
28582,1859
28583,1584
28584,1625
28585,1683
28586,1471
28587,1673
28588,1834
28589,1696
28590,1616
28591,1417
28592,1162
28593,943
28594,828
28595,806
28596,544
28597,245
28598,45
28599,-203
28600,-516
28601,-752
28602,-872
28603,-1075
28604,-1343
28605,-1467
28606,-1603
28607,-1800
28608,-1921
28609,-2099
28610,-2257
28611,-2413
28612,-2444
28613,-2458
28614,-2525
28615,-2401
28616,-2396
28617,-2364
28618,-2125
28619,-2054
28620,-1961
28621,-1841
28622,-1775
28623,-1666
28624,-1687
28625,-1712
28626,-1529
28627,-1491
28628,-1644
28629,-1522
28630,-1200
28631,-1175
28632,-1105
28633,-842
28634,-608
28635,-504
28636,-447
28637,-192
28638,58
28639,57
28640,265
28641,410
28642,419
28643,573
28644,636
28645,626
28646,632
28647,744
28648,674
28649,557
28650,561
28651,449
28652,333
28653,273
28654,165
28655,117
28656,64
28657,-137
28658,-210
28659,-266
28660,-149
28661,-192
28662,-451
28663,-266
28664,-190
28665,-287
28666,-363
28667,-444
28668,-540
28669,-590
28670,-557
28671,-665
28672,-681
28673,-745
28674,-728
28675,-622
28676,-761
28677,-742
28678,-615
28679,-541
28680,-383
28681,-446
28682,-456
28683,-408
28684,-472
28685,-404
28686,-326
28687,-350
28688,-367
28689,-287
28690,-19
28691,-49
28692,-91
28693,176
28694,362
28695,394
28696,509
28697,524
28698,477
28699,740
28700,1020
28701,885
28702,826
28703,1056
28704,1077
28705,1028
28706,939
28707,932
28708,976
28709,768
28710,842
28711,825
28712,732
28713,783
28714,590
28715,580
28716,638
28717,472
28718,369
28719,419
28720,303
28721,16
28722,-272
28723,-256
28724,-344
28725,-602
28726,-739
28727,-878
28728,-1047
28729,-1160
28730,-1017
28731,-988
28732,-1162
28733,-1167
28734,-1219
28735,-1269
28736,-1430
28737,-1516
28738,-1385
28739,-1480
28740,-1550
28741,-1584
28742,-1727
28743,-1680
28744,-1741
28745,-1769
28746,-1627
28747,-1578
28748,-1483
28749,-1380
28750,-1479
28751,-1544
28752,-1387
28753,-1339
28754,-1394
28755,-1299
28756,-1376
28757,-1319
28758,-1169
28759,-1111
28760,-907
28761,-992
28762,-1128
28763,-867
28764,-726
28765,-743
28766,-697
28767,-612
28768,-425
28769,-306
28770,-248
28771,-177
28772,-146
28773,-156
28774,-218
28775,-252
28776,-617
28777,-902
28778,-500
28779,141
28780,536
28781,701
28782,949
28783,979
28784,1021
28785,1306
28786,1521
28787,1562
28788,1560
28789,1588
28790,1628
28791,1474
28792,1244
28793,1294
28794,1066
28795,797
28796,665
28797,714
28798,857
28799,450
28800,97
28801,349
28802,522
28803,464
28804,394
28805,295
28806,352
28807,225
28808,186
28809,480
28810,493
28811,413
28812,428
28813,511
28814,558
28815,531
28816,361
28817,402
28818,487
28819,281
28820,322
28821,413
28822,202
28823,309
28824,374
28825,275
28826,278
28827,522
28828,551
28829,460
28830,660
28831,605
28832,605
28833,661
28834,706
28835,746
28836,524
28837,440
28838,533
28839,655
28840,605
28841,431
28842,500
28843,640
28844,627
28845,492
28846,417
28847,453
28848,309
28849,221
28850,241
28851,111
28852,53
28853,100
28854,18
28855,51
28856,34
28857,-17
28858,94
28859,-65
28860,-130
28861,44
28862,-61
28863,25
28864,130
28865,97
28866,189
28867,114
28868,-17
28869,154
28870,251
28871,85
28872,-87
28873,13
28874,97
28875,102
28876,73
28877,-3
28878,294
28879,341
28880,277
28881,445
28882,268
28883,436
28884,559
28885,360
28886,201
28887,175
28888,201
28889,178
28890,136
28891,-43
28892,-231
28893,-311
28894,-178
28895,32
28896,-130
28897,-362
28898,-357
28899,-300
28900,-407
28901,-731
28902,-649
28903,-487
28904,-371
28905,-217
28906,-493
28907,-558
28908,-375
28909,-502
28910,-470
28911,-486
28912,-559
28913,-470
28914,-583
28915,-547
28916,-496
28917,-467
28918,-319
28919,-325
28920,-285
28921,-195
28922,-185
28923,9
28924,-151
28925,-330
28926,-82
28927,-157
28928,-313
28929,-401
28930,-383
28931,-462
28932,-624
28933,-305
28934,-194
28935,-421
28936,-464
28937,-266
28938,-222
28939,-347
28940,-304
28941,-369
28942,-323
28943,-227
28944,-404
28945,-336
28946,-92
28947,-210
28948,-226
28949,-165
28950,-138
28951,-79
28952,-196
28953,-38
28954,41
28955,-37
28956,-83
28957,-67
28958,-16
28959,-124
28960,-103
28961,-70
28962,-187
28963,-185
28964,1
28965,59
28966,31
28967,180
28968,165
28969,47
28970,112
28971,200
28972,205
28973,275
28974,415
28975,524
28976,379
28977,429
28978,708
28979,835
28980,886
28981,1033
28982,1202
28983,1186
28984,1314
28985,1582
28986,1585
28987,1508
28988,1596
28989,1553
28990,1390
28991,1333
28992,1322
28993,1136
28994,999
28995,957
28996,726
28997,696
28998,808
28999,674
29000,412
29001,233
29002,81
29003,40
29004,-246
29005,-510
29006,-560
29007,-725
29008,-949
29009,-1088
29010,-934
29011,-956
29012,-1198
29013,-1293
29014,-1307
29015,-1361
29016,-1590
29017,-1602
29018,-1575
29019,-1534
29020,-1391
29021,-1534
29022,-1482
29023,-1235
29024,-1300
29025,-1281
29026,-1149
29027,-1060
29028,-1025
29029,-1044
29030,-745
29031,-831
29032,-954
29033,-707
29034,-847
29035,-907
29036,-739
29037,-576
29038,-442
29039,-568
29040,-447
29041,-203
29042,-162
29043,59
29044,391
29045,507
29046,460
29047,712
29048,974
29049,938
29050,1009
29051,1041
29052,864
29053,778
29054,719
29055,613
29056,480
29057,416
29058,402
29059,126
29060,-166
29061,-131
29062,-148
29063,-417
29064,-352
29065,-434
29066,-699
29067,-555
29068,-519
29069,-499
29070,-305
29071,-197
29072,-315
29073,-399
29074,-341
29075,-215
29076,-78
29077,-140
29078,-185
29079,-77
29080,-96
29081,-26
29082,139
29083,339
29084,274
29085,177
29086,604
29087,756
29088,546
29089,492
29090,473
29091,423
29092,342
29093,341
29094,124
29095,20
29096,-18
29097,-47
29098,-72
29099,-66
29100,-68
29101,-208
29102,-164
29103,21
29104,-94
29105,104
29106,264
29107,118
29108,226
29109,367
29110,496
29111,413
29112,475
29113,753
29114,938
29115,1010
29116,530
29117,575
29118,989
29119,1059
29120,1233
29121,1113
29122,913
29123,1128
29124,1341
29125,1239
29126,858
29127,848
29128,1104
29129,682
29130,854
29131,937
29132,307
29133,697
29134,606
29135,558
29136,475
29137,-93
29138,649
29139,493
29140,822
29141,1193
29142,581
29143,808
29144,587
29145,850
29146,1278
29147,1010
29148,1251
29149,1222
29150,1408
29151,1405
29152,1263
29153,1436
29154,1352
29155,1396
29156,1385
29157,1249
29158,1359
29159,945
29160,703
29161,638
29162,192
29163,-102
29164,-298
29165,-365
29166,-449
29167,-735
29168,-603
29169,-563
29170,-622
29171,-714
29172,-720
29173,-797
29174,-957
29175,-701
29176,-927
29177,-1022
29178,-705
29179,-706
29180,-593
29181,-497
29182,-601
29183,-467
29184,-462
29185,-370
29186,-391
29187,-573
29188,-557
29189,-721
29190,-675
29191,-790
29192,-873
29193,-822
29194,-1065
29195,-1073
29196,-1212
29197,-1187
29198,-1154
29199,-1380
29200,-1377
29201,-1363
29202,-1287
29203,-1249
29204,-1342
29205,-1254
29206,-1265
29207,-1319
29208,-1257
29209,-1057
29210,-887
29211,-1073
29212,-898
29213,-577
29214,-500
29215,-463
29216,-411
29217,-124
29218,0
29219,-11
29220,181
29221,207
29222,308
29223,412
29224,354
29225,355
29226,267
29227,256
29228,256
29229,3
29230,-58
29231,-74
29232,-242
29233,-133
29234,38
29235,204
29236,470
29237,562
29238,580
29239,775
29240,759
29241,682
29242,925
29243,1161
29244,1212
29245,1527
29246,1569
29247,1576
29248,1979
29249,2274
29250,2589
29251,2678
29252,2613
29253,2875
29254,2822
29255,2931
29256,3034
29257,2601
29258,2902
29259,2899
29260,2376
29261,2486
29262,2510
29263,2252
29264,2312
29265,2238
29266,1838
29267,1574
29268,1316
29269,1128
29270,1121
29271,931
29272,691
29273,719
29274,629
29275,409
29276,268
29277,49
29278,-149
29279,-388
29280,-480
29281,-616
29282,-1018
29283,-1157
29284,-1272
29285,-1636
29286,-1759
29287,-1862
29288,-1985
29289,-2216
29290,-2232
29291,-2676
29292,-3009
29293,-2796
29294,-2794
29295,-3026
29296,-3153
29297,-3208
29298,-3251
29299,-3142
29300,-3119
29301,-3121
29302,-3110
29303,-2861
29304,-2807
29305,-2863
29306,-2787
29307,-2797
29308,-2622
29309,-2522
29310,-2306
29311,-2205
29312,-2159
29313,-1955
29314,-1934
29315,-1681
29316,-1488
29317,-1449
29318,-1315
29319,-1150
29320,-1038
29321,-1114
29322,-1100
29323,-981
29324,-743
29325,-335
29326,73
29327,210
29328,-142
29329,-629
29330,-1216
29331,-1501
29332,-1275
29333,-1134
29334,-1117
29335,-836
29336,-305
29337,-131
29338,95
29339,337
29340,403
29341,227
29342,-38
29343,114
29344,111
29345,47
29346,473
29347,935
29348,1578
29349,2453
29350,2885
29351,2551
29352,1037
29353,-1550
29354,-3605
29355,-5220
29356,-6613
29357,-7128
29358,-7207
29359,-7664
29360,-7706
29361,-7417
29362,-7140
29363,-6497
29364,-5505
29365,-4304
29366,-2982
29367,-1779
29368,-931
29369,224
29370,1311
29371,2321
29372,3355
29373,4213
29374,5139
29375,5730
29376,6411
29377,7136
29378,7453
29379,7606
29380,7884
29381,7531
29382,7109
29383,6720
29384,6031
29385,5346
29386,4181
29387,2735
29388,1481
29389,258
29390,-428
29391,-844
29392,-1156
29393,-1389
29394,-1535
29395,-1704
29396,-2085
29397,-2310
29398,-3435
29399,-3930
29400,-3109
29401,-2633
29402,-1485
29403,517
29404,2195
29405,3324
29406,4227
29407,4627
29408,5327
29409,6295
29410,7014
29411,7915
29412,9302
29413,10792
29414,11504
29415,11668
29416,11893
29417,12159
29418,12753
29419,13515
29420,14353
29421,15321
29422,15844
29423,16172
29424,16711
29425,16922
29426,17600
29427,18808
29428,19501
29429,18913
29430,16489
29431,13339
29432,10385
29433,7225
29434,3334
29435,269
29436,-2249
29437,-4659
29438,-6267
29439,-7454
29440,-8747
29441,-10679
29442,-12839
29443,-15225
29444,-17219
29445,-18630
29446,-20990
29447,-22839
29448,-23464
29449,-24207
29450,-25058
29451,-25118
29452,-24880
29453,-24516
29454,-23765
29455,-23226
29456,-23137
29457,-22780
29458,-22057
29459,-21190
29460,-19820
29461,-17982
29462,-15724
29463,-13128
29464,-10525
29465,-8019
29466,-5499
29467,-3091
29468,-1206
29469,456
29470,1987
29471,3626
29472,5245
29473,6433
29474,7584
29475,8711
29476,9620
29477,10527
29478,11348
29479,12076
29480,12564
29481,12803
29482,13092
29483,12962
29484,12421
29485,11539
29486,10367
29487,9028
29488,7580
29489,6209
29490,4594
29491,2896
29492,1199
29493,-541
29494,-2001
29495,-3504
29496,-4894
29497,-6011
29498,-7075
29499,-7876
29500,-8563
29501,-9041
29502,-9177
29503,-9337
29504,-9199
29505,-8905
29506,-8518
29507,-7750
29508,-7215
29509,-6647
29510,-5684
29511,-5006
29512,-4223
29513,-3421
29514,-2743
29515,-2098
29516,-1811
29517,-1296
29518,-774
29519,-525
29520,51
29521,379
29522,786
29523,1279
29524,1279
29525,1758
29526,1867
29527,1979
29528,2061
29529,1942
29530,2116
29531,2084
29532,2120
29533,2149
29534,2233
29535,2269
29536,1992
29537,1903
29538,1739
29539,1564
29540,1790
29541,1768
29542,1317
29543,1426
29544,1609
29545,1151
29546,775
29547,1726
29548,2852
29549,3415
29550,3400
29551,3291
29552,3464
29553,4055
29554,4770
29555,5470
29556,6060
29557,6446
29558,6776
29559,7091
29560,7376
29561,7387
29562,8001
29563,8345
29564,8200
29565,8281
29566,7861
29567,7386
29568,7148
29569,7146
29570,6983
29571,6614
29572,6345
29573,5702
29574,5231
29575,4869
29576,4223
29577,3844
29578,3877
29579,3349
29580,2952
29581,2501
29582,2043
29583,2145
29584,1777
29585,1922
29586,1737
29587,1355
29588,1508
29589,1245
29590,1316
29591,1423
29592,1182
29593,1208
29594,1014
29595,850
29596,829
29597,584
29598,410
29599,327
29600,127
29601,1
29602,-309
29603,-552
29604,-469
29605,-474
29606,-756
29607,-1028
29608,-1103
29609,-1054
29610,-1148
29611,-1330
29612,-1624
29613,-1592
29614,-1706
29615,-1865
29616,-1751
29617,-2005
29618,-2067
29619,-2233
29620,-2227
29621,-2008
29622,-2075
29623,-2296
29624,-2261
29625,-1934
29626,-2059
29627,-1948
29628,-1560
29629,-1761
29630,-1768
29631,-1726
29632,-1772
29633,-1537
29634,-1666
29635,-1604
29636,-1389
29637,-1512
29638,-1328
29639,-1206
29640,-1032
29641,-801
29642,-917
29643,-732
29644,-618
29645,-409
29646,-141
29647,50
29648,168
29649,302
29650,725
29651,606
29652,410
29653,717
29654,725
